"codibge","Município","2012","2013","2014","2015","2016","2017","2018"
"5209101","Goiatuba (GO)","1051291","1186167","1156418","1338896","1506479","1539601","1544145"
"5209150","Gouvelândia (GO)","109350","158290","133183","184482","192817","186420","179359"
"5209200","Guapó (GO)","139518","148385","164209","173094","171785","197904","204154"
"5209291","Guaraíta (GO)","21918","24090","26831","29019","30372","32219","33140"
"5209408","Guarani de Goiás (GO)","32820","37866","40478","44675","44343","51948","53235"
"5209457","Guarinos (GO)","22680","26007","28939","33885","45351","54269","58751"
"5209606","Heitoraí (GO)","36351","39618","42137","41725","45399","51611","56442"
"5209705","Hidrolândia (GO)","311813","400099","498394","595505","743697","1121090","1145751"
"5209804","Hidrolina (GO)","49078","55961","53777","53459","55001","58920","55913"
"5209903","Iaciara (GO)","104383","117061","129892","135516","145215","158833","161470"
"5209937","Inaciolândia (GO)","145350","175972","150093","179539","213256","228575","209806"
"5209952","Indiara (GO)","264025","304548","314729","307397","322673","317680","318488"
"5210000","Inhumas (GO)","674266","751930","930718","920302","998615","1119164","1136229"
"5210109","Ipameri (GO)","774080","816967","864311","874646","1216125","1357816","1486440"
"5210158","Ipiranga de Goiás (GO)","34309","44861","42999","40301","53759","50165","53405"
"5210208","Iporá (GO)","396552","437097","515010","562292","585335","657161","658207"
"5210307","Israelândia (GO)","34492","35044","40113","45008","45552","48291","48569"
"5210406","Itaberaí (GO)","687057","841746","891921","1018704","1112352","1264393","1288948"
"5210562","Itaguari (GO)","49855","50400","56298","56182","59162","65630","70411"
"5210604","Itaguaru (GO)","51315","59930","62615","64672","67993","73909","77053"
"5210802","Itajá (GO)","76131","86330","95877","97092","101752","104326","99164"
"5210901","Itapaci (GO)","206224","252342","293728","304677","330351","331348","342751"
"5211008","Itapirapuã (GO)","112450","120601","132457","135125","142738","150873","143055"
"5211206","Itapuranga (GO)","273874","322239","370387","367174","385888","410015","422456"
"5211305","Itarumã (GO)","118622","165114","154075","209234","228142","244371","245224"
"5211404","Itauçu (GO)","110313","123335","135810","140468","131661","141621","142458"
"5211503","Itumbiara (GO)","3383097","3610104","3857971","3971655","4052582","4155337","4187512"
"5211602","Ivolândia (GO)","47685","49683","57733","68368","83464","97712","84886"
"5211701","Jandaia (GO)","157417","174856","197251","191519","262827","225494","245069"
"5211800","Jaraguá (GO)","518511","571878","650442","647275","635200","691139","705088"
"5211909","Jataí (GO)","3094861","3336088","3584225","3838761","4124965","4512054","4599881"
"5212006","Jaupaci (GO)","33363","33636","37298","43517","45646","49522","49283"
"5212055","Jesúpolis (GO)","19532","22964","24878","25151","26007","27904","29114"
"5212105","Joviânia (GO)","147161","158469","162254","173451","211668","218829","210210"
"5212204","Jussara (GO)","338805","358962","410960","384194","428862","440456","445322"
"5212253","Lagoa Santa (GO)","26951","31091","32807","36921","38588","39100","39392"
"5212303","Leopoldo de Bulhões (GO)","128205","182212","162106","162417","183688","205551","225523"
"5212501","Luziânia (GO)","2730007","3104880","3094565","3353794","3470089","3392902","3578085"
"5212600","Mairipotaba (GO)","39502","43490","40141","45488","50079","47685","50284"
"5212709","Mambaí (GO)","55044","61678","70617","70590","76392","77293","81437"
"5212808","Mara Rosa (GO)","130646","145408","161299","174078","179119","197487","192492"
"5212907","Marzagão (GO)","34574","36727","37602","35093","37771","43640","41951"
"5212956","Matrinchã (GO)","68541","71279","78420","86676","97817","88938","98059"
"5213004","Maurilândia (GO)","146461","168450","180372","181436","187169","202295","226102"
"5213053","Mimoso de Goiás (GO)","46676","65179","46626","37052","41424","58521","57224"
"5213087","Minaçu (GO)","1281288","964760","902503","1553254","993266","912556","1034925"
"5213103","Mineiros (GO)","1538905","1788536","1920190","2042847","2323572","2414015","2567591"
"5213400","Moiporá (GO)","23376","27872","30594","33372","34482","34874","34915"
"5213509","Monte Alegre de Goiás (GO)","58798","64423","73868","77312","81648","81518","82243"
"5213707","Montes Claros de Goiás (GO)","205135","213652","252848","248096","286464","258763","293741"
"5213756","Montividiu (GO)","594104","642882","588085","583053","728222","774097","780259"
"5213772","Montividiu do Norte (GO)","41315","46539","52007","59146","61481","66812","69769"
"5213806","Morrinhos (GO)","973594","1090314","1115226","1143758","1267624","1275042","1370455"
"5213855","Morro Agudo de Goiás (GO)","25337","28247","32664","32791","35892","37827","38965"
"5213905","Mossâmedes (GO)","59386","68335","74244","74852","78617","80636","78295"
"5214002","Mozarlândia (GO)","406436","473714","467610","555270","489410","535343","528865"
"5214051","Mundo Novo (GO)","81605","88002","93283","100816","105202","105075","96768"
"5214101","Mutunópolis (GO)","38653","43335","51601","56245","59133","59764","61205"
"5214408","Nazário (GO)","112153","129760","140161","159338","172218","174517","177124"
"5214507","Nerópolis (GO)","543697","619302","600481","633954","676548","735497","729809"
"5214606","Niquelândia (GO)","1055891","1046316","1026825","1197650","989537","1001427","1106850"
"5214705","Nova América (GO)","24474","27748","32098","35182","35814","38055","37489"
"5214804","Nova Aurora (GO)","26281","31968","35741","44496","48434","47800","49202"
"5214838","Nova Crixás (GO)","238093","259161","292040","335628","372305","355141","356303"
"5214861","Nova Glória (GO)","69004","91105","102941","100915","120134","125036","117706"
"5214879","Nova Iguaçu de Goiás (GO)","29097","31250","33934","34914","35261","39306","41121"
"5214903","Nova Roma (GO)","32944","33267","35996","44217","45847","44131","45010"
"5215009","Nova Veneza (GO)","124811","149377","133529","158762","168550","178648","182680"
"5215207","Novo Brasil (GO)","46870","52829","57178","57969","58899","57623","56094"
"5215231","Novo Gama (GO)","600967","685376","752163","797734","814026","922457","955266"
"5215256","Novo Planalto (GO)","55555","58763","64978","74513","73238","89252","103729"
"5215306","Orizona (GO)","320033","351609","374732","402300","468043","485431","518708"
"5215405","Ouro Verde de Goiás (GO)","78790","148663","86689","81499","87674","95080","109648"
"5215504","Ouvidor (GO)","337762","338030","322545","509891","552081","639371","761881"
"5215603","Padre Bernardo (GO)","333000","423915","387352","479258","495955","486212","506796"
"5215652","Palestina de Goiás (GO)","59598","67042","83639","88994","99933","91737","91804"
"5215702","Palmeiras de Goiás (GO)","692907","795298","772294","867502","876721","965770","1006156"
"5215801","Palmelo (GO)","22938","26083","27934","27753","29576","34680","39098"
"5215900","Palminópolis (GO)","76473","52552","55440","101951","115210","141052","143637"
"5216007","Panamá (GO)","60623","77459","62156","68936","82457","87522","87364"
"5216304","Paranaiguara (GO)","130688","146666","143135","147576","178164","197221","185183"
"5216403","Paraúna (GO)","498717","585032","623635","623821","811788","904073","900917"
"5216452","Perolândia (GO)","222395","303369","311057","315606","433016","357041","334525"
"5216809","Petrolina de Goiás (GO)","97338","107965","123219","128109","134187","144570","147983"
"5216908","Pilar de Goiás (GO)","42146","64422","112895","175299","154674","170813","200517"
"5217104","Piracanjuba (GO)","514195","604093","655671","639352","744956","776387","793762"
"5217203","Piranhas (GO)","205623","254922","299939","367835","359261","362805","378443"
"5217302","Pirenópolis (GO)","285230","358196","398714","373934","347176","412596","448362"
"5217401","Pires do Rio (GO)","565549","624495","667407","743608","821355","894219","896330"
"5217609","Planaltina (GO)","701067","778672","888040","914807","958151","1017599","1085977"
"5217708","Pontalina (GO)","289416","336219","408487","416637","449452","500150","488892"
"5218003","Porangatu (GO)","624680","702348","813281","832179","843257","921992","939661"
"5218052","Porteirão (GO)","179859","236910","168275","159192","229586","229521","191428"
"5218102","Portelândia (GO)","163791","185976","157543","168742","206709","214466","215877"
"5218300","Posse (GO)","312914","359954","425234","434007","459552","494560","507961"
"5218391","Professor Jamil (GO)","39425","44417","60129","56371","50715","59028","58984"
"5218508","Quirinópolis (GO)","1073241","1291650","1332470","1373847","1635881","1674391","1685284"
"5218607","Rialma (GO)","141383","148507","162646","191778","192058","215722","220384"
"5218706","Rianápolis (GO)","76493","115051","104943","94515","93242","95143","94132"
"5218789","Rio Quente (GO)","193361","224540","257746","257008","274231","307176","326340"
"5218805","Rio Verde (GO)","6602610","7348406","7394324","8075364","8619821","9502776","9602905"
"5218904","Rubiataba (GO)","243170","266953","340438","336504","418856","422121","432333"
"5219001","Sanclerlândia (GO)","107481","112887","127497","121039","129157","136959","135866"
"5219100","Santa Bárbara de Goiás (GO)","93136","94212","112942","95243","91919","90248","93755"
"5219209","Santa Cruz de Goiás (GO)","81332","98948","96815","91509","106712","113070","131515"
"5219258","Santa Fé de Goiás (GO)","176867","226021","201053","235366","225151","301409","293932"
"5219308","Santa Helena de Goiás (GO)","817637","903307","945460","878330","1054078","1029387","1098559"
"5219357","Santa Isabel (GO)","42290","61225","64434","68462","76246","77363","73625"
"5219407","Santa Rita do Araguaia (GO)","112401","126970","129471","139808","149461","133383","126208"
"5219456","Santa Rita do Novo Destino (GO)","47857","46613","51627","61008","68806","78811","84372"
"5219506","Santa Rosa de Goiás (GO)","31984","36201","39509","39400","42644","43784","41141"
"5219605","Santa Tereza de Goiás (GO)","41828","45129","50341","54355","56256","62551","60546"
"5219704","Santa Terezinha de Goiás (GO)","95687","109397","116727","124396","128997","130882","129762"
"5219712","Santo Antônio da Barra (GO)","102117","134991","149660","146066","182281","183420","226858"
"5219738","Santo Antônio de Goiás (GO)","88061","108454","136737","130231","126701","131153","131521"
"5219753","Santo Antônio do Descoberto (GO)","430737","493067","545449","565703","570627","653446","672228"
"5219803","São Domingos (GO)","125265","122499","125910","143869","148310","147985","160523"
"5219902","São Francisco de Goiás (GO)","72072","81882","90307","91688","92640","102644","102541"
"5220009","São João d'Aliança (GO)","157193","169633","204810","229101","286476","299085","293002"
"5220058","São João da Paraúna (GO)","34355","32379","41019","41960","47026","49430","52295"
"5220108","São Luís de Montes Belos (GO)","523053","565523","607390","721218","760865","830761","845308"
"5220157","São Luiz do Norte (GO)","50646","63744","74870","77531","90884","108579","121405"
"5220207","São Miguel do Araguaia (GO)","334529","379123","426313","440079","514314","482766","485065"
"5220264","São Miguel do Passa Quatro (GO)","101071","94148","104242","107182","128369","135671","145838"
"5220280","São Patrício (GO)","22386","30660","31394","32937","35662","34812","35139"
"5220405","São Simão (GO)","1535497","1866636","2232400","3106633","2389408","1793947","773972"
"5220454","Senador Canedo (GO)","1564700","2044235","2395399","2686488","3193698","3383026","3739802"
"5220504","Serranópolis (GO)","222813","248898","285338","323943","436136","383588","409246"
"5220603","Silvânia (GO)","479373","499541","504894","530731","620484","678092","737274"
"5220686","Simolândia (GO)","57508","63526","75920","86177","90679","98375","103470"
"5220702","Sítio d'Abadia (GO)","32008","39362","36381","37923","36752","38932","48445"
"5221007","Taquaral de Goiás (GO)","41448","51654","55959","53827","56488","61217","63922"
"5221080","Teresina de Goiás (GO)","18764","22348","27322","28508","29757","32068","32459"
"5221197","Terezópolis de Goiás (GO)","114961","125146","157580","176659","178784","188058","199995"
"5221304","Três Ranchos (GO)","36651","41669","43556","42103","43690","48504","49514"
"5221403","Trindade (GO)","1269468","1435805","1611999","1895682","1917209","2065331","2151415"
"5221452","Trombas (GO)","36785","33927","38670","43415","45190","53011","51744"
"5221502","Turvânia (GO)","75741","84002","86225","84457","88061","82480","85079"
"5221551","Turvelândia (GO)","267574","262587","296030","269697","421212","390997","351441"
